
J1,1-2,1,1,0.5,0.50060000000000005,0.86542540378443856,0.86602540378443871,1.47554029201044977e+01,1,1.47554029201044977e+01,2026-03-05 00:14:08
J1,1-2,1,2,0.5,0.50060000000000005,0.86482540378443851,0.86542540378443878,1.36283303362271138e+01,1,1.36283303362271138e+01,2026-03-05 00:14:23
J1,1-2,1,3,0.5,0.50060000000000005,0.86422540378443858,0.86482540378443873,1.45374605004516316e+01,1,1.36283303362271138e+01,2026-03-05 00:14:38
J1,1-2,1,4,0.5,0.50060000000000005,0.86362540378443853,0.8642254037844388,1.45629415227223050e+01,1,1.36283303362271138e+01,2026-03-05 00:14:53
J1,1-2,1,5,0.5,0.50060000000000005,0.8630254037844386,0.86362540378443875,1.36142444136200745e+01,1,1.36142444136200745e+01,2026-03-05 00:15:09
J1,1-2,1,6,0.5,0.50060000000000005,0.86242540378443855,0.86302540378443882,1.33541395888793666e+01,1,1.33541395888793666e+01,2026-03-05 00:15:24
J1,1-2,1,7,0.5,0.50060000000000005,0.86182540378443851,0.86242540378443878,1.35270966203609131e+01,1,1.33541395888793666e+01,2026-03-05 00:15:40
J1,1-2,1,8,0.5,0.50060000000000005,0.86122540378443858,0.86182540378443873,1.41829135052862263e+01,1,1.33541395888793666e+01,2026-03-05 00:15:57
J1,1-2,1,9,0.5,0.50060000000000005,0.86062540378443853,0.8612254037844388,1.42632608180837633e+01,1,1.33541395888793666e+01,2026-03-05 00:16:13
J1,1-2,1,10,0.5,0.50060000000000005,0.8600254037844386,0.86062540378443875,1.42074746647146899e+01,1,1.33541395888793666e+01,2026-03-05 00:16:29
