conjecture,step,m,y_lo_inf,y_hi_sup,L_lower,ok,min_so_far,run_timestamp
J2,1-3,63,0.78322540378443851,0.78382540378443877,4.59931540619751545e+00,1,3.63621881880179743e+00,2026-03-12 01:25:51
J2,1-3,62,0.78262540378443846,0.78322540378443884,4.59656561612607817e+00,1,3.63621881880179743e+00,2026-03-12 01:26:20
J2,1-3,61,0.78202540378443853,0.78262540378443879,4.63799267716207453e+00,1,3.63621881880179743e+00,2026-03-12 01:26:49
J2,1-3,60,0.78142540378443848,0.78202540378443875,4.57357700566303649e+00,1,3.63621881880179743e+00,2026-03-12 01:27:16
J2,1-3,59,0.78082540378443855,0.78142540378443882,4.61351584700761209e+00,1,3.63621881880179743e+00,2026-03-12 01:27:41
J2,1-3,58,0.7802254037844385,0.78082540378443877,4.55023923248104368e+00,1,3.63621881880179743e+00,2026-03-12 01:28:04
J2,1-3,57,0.77962540378443857,0.78022540378443884,4.57059246348621784e+00,1,3.63621881880179743e+00,2026-03-12 01:28:30
J2,1-3,56,0.77902540378443852,0.77962540378443879,4.58407674224272200e+00,1,3.63621881880179743e+00,2026-03-12 01:28:55
J2,1-3,55,0.77842540378443848,0.77902540378443875,4.52187364717100238e+00,1,3.63621881880179743e+00,2026-03-12 01:29:20
J2,1-3,54,0.77782540378443855,0.77842540378443881,4.56077302806189878e+00,1,3.63621881880179743e+00,2026-03-12 01:29:48
J2,1-3,53,0.7772254037844385,0.77782540378443877,4.50247373066855517e+00,1,3.63621881880179743e+00,2026-03-12 01:30:14
J2,1-3,52,0.77662540378443857,0.77722540378443883,4.51513099455017653e+00,1,3.63621881880179743e+00,2026-03-12 01:30:39
J2,1-3,51,0.77602540378443852,0.77662540378443879,4.52816149608893426e+00,1,3.63621881880179743e+00,2026-03-12 01:31:02
J2,1-3,50,0.77542540378443848,0.77602540378443874,4.46893886646496697e+00,1,3.63621881880179743e+00,2026-03-12 01:31:27
J2,1-3,49,0.77482540378443854,0.77542540378443881,4.48474367051278478e+00,1,3.63621881880179743e+00,2026-03-12 01:31:50
J2,1-3,48,0.7742254037844385,0.77482540378443876,4.47304948351694521e+00,1,3.63621881880179743e+00,2026-03-12 01:32:13
J2,1-3,47,0.77362540378443856,0.77422540378443883,4.45905359716931216e+00,1,3.63621881880179743e+00,2026-03-12 01:32:38
J2,1-3,46,0.77302540378443852,0.77362540378443879,4.44795706135822755e+00,1,3.63621881880179743e+00,2026-03-12 01:33:03
J2,1-3,45,0.77242540378443847,0.77302540378443874,4.43568719575797488e+00,1,3.63621881880179743e+00,2026-03-12 01:33:28
J2,1-3,44,0.77182540378443854,0.77242540378443881,4.42439883673442225e+00,1,3.63621881880179743e+00,2026-03-12 01:33:54
J2,1-3,43,0.7712254037844385,0.77182540378443876,4.38775306015916656e+00,1,3.63621881880179743e+00,2026-03-12 01:34:17
J2,1-3,42,0.77062540378443856,0.77122540378443883,4.42842482165023910e+00,1,3.63621881880179743e+00,2026-03-12 01:34:42
J2,1-3,41,0.77002540378443852,0.77062540378443878,4.39073571705153399e+00,1,3.63621881880179743e+00,2026-03-12 01:35:07
J2,1-3,40,0.76942540378443858,0.77002540378443874,4.40548257613463435e+00,1,3.63621881880179743e+00,2026-03-12 01:35:35
J2,1-3,39,0.76882540378443854,0.7694254037844388,4.36968814747703505e+00,1,3.63621881880179743e+00,2026-03-12 01:36:02
J2,1-3,38,0.76822540378443849,0.76882540378443876,4.33106952539455037e+00,1,3.63621881880179743e+00,2026-03-12 01:36:28
J2,1-3,37,0.76762540378443856,0.76822540378443883,4.37233496755617069e+00,1,3.63621881880179743e+00,2026-03-12 01:36:53
J2,1-3,36,0.76702540378443851,0.76762540378443878,4.33268373648867567e+00,1,3.63621881880179743e+00,2026-03-12 01:37:16
J2,1-3,35,0.76642540378443858,0.76702540378443874,4.34459886160928477e+00,1,3.63621881880179743e+00,2026-03-12 01:37:41
J2,1-3,34,0.76582540378443853,0.7664254037844388,4.33069933809031582e+00,1,3.63621881880179743e+00,2026-03-12 01:38:04
J2,1-3,33,0.76522540378443849,0.76582540378443876,4.26867415059510336e+00,1,3.63621881880179743e+00,2026-03-12 01:38:27
J2,1-3,32,0.76462540378443856,0.76522540378443882,5.81068741088817476e+00,1,3.63621881880179743e+00,2026-03-12 01:38:50
J2,1-3,31,0.76402540378443851,0.76462540378443878,5.80849080206996149e+00,1,3.63621881880179743e+00,2026-03-12 01:39:11
J2,1-3,30,0.76342540378443858,0.76402540378443873,5.82032440230628013e+00,1,3.63621881880179743e+00,2026-03-12 01:39:32
J2,1-3,29,0.76282540378443853,0.7634254037844388,5.79601782920313369e+00,1,3.63621881880179743e+00,2026-03-12 01:39:53
J2,1-3,28,0.76222540378443849,0.76282540378443875,5.76664639689071735e+00,1,3.63621881880179743e+00,2026-03-12 01:40:15
J2,1-3,27,0.76162540378443855,0.76222540378443882,5.79693639182955068e+00,1,3.63621881880179743e+00,2026-03-12 01:40:35
J2,1-3,26,0.76102540378443851,0.76162540378443878,5.76994757204735365e+00,1,3.63621881880179743e+00,2026-03-12 01:40:56
J2,1-3,25,0.76042540378443857,0.76102540378443873,5.75992166330687994e+00,1,3.63621881880179743e+00,2026-03-12 01:41:18
J2,1-3,24,0.75982540378443853,0.7604254037844388,5.77473846500256727e+00,1,3.63621881880179743e+00,2026-03-12 01:41:40
J2,1-3,23,0.75922540378443848,0.75982540378443875,5.72863590693615877e+00,1,3.63621881880179743e+00,2026-03-12 01:42:04
J2,1-3,22,0.75862540378443855,0.75922540378443882,5.74077662168937764e+00,1,3.63621881880179743e+00,2026-03-12 01:42:26
J2,1-3,21,0.75802540378443851,0.75862540378443877,5.72986051793532170e+00,1,3.63621881880179743e+00,2026-03-12 01:42:48
J2,1-3,20,0.75742540378443857,0.75802540378443873,5.72055771673835878e+00,1,3.63621881880179743e+00,2026-03-12 01:43:10
J2,1-3,19,0.75682540378443853,0.75742540378443879,5.71365798829968697e+00,1,3.63621881880179743e+00,2026-03-12 01:48:20
J2,1-3,18,0.75622540378443859,0.75682540378443875,5.72331962179427479e+00,1,3.63621881880179743e+00,2026-03-12 01:48:44
J2,1-3,17,0.75562540378443855,0.75622540378443881,5.71417038288863566e+00,1,3.63621881880179743e+00,2026-03-12 01:49:52
J2,1-3,16,0.7550254037844385,0.75562540378443877,5.68530719746149416e+00,1,3.63621881880179743e+00,2026-03-12 01:51:07
J2,1-3,15,0.75442540378443857,0.75502540378443873,5.70010145743074049e+00,1,3.63621881880179743e+00,2026-03-12 01:53:12
J2,1-3,14,0.75382540378443852,0.75442540378443879,5.68882142588051921e+00,1,3.63621881880179743e+00,2026-03-12 01:54:19
J2,1-3,13,0.75322540378443859,0.75382540378443875,5.66097998725005170e+00,1,3.63621881880179743e+00,2026-03-12 02:12:06
J2,1-3,12,0.75262540378443855,0.75322540378443881,5.65104441626665022e+00,1,3.63621881880179743e+00,2026-03-12 03:03:19
J2,1-3,11,0.7520254037844385,0.75262540378443877,5.66213944581360096e+00,1,3.63621881880179743e+00,2026-03-12 03:34:50
J2,1-3,10,0.75142540378443857,0.75202540378443872,5.63547028792459060e+00,1,3.63621881880179743e+00,2026-03-12 03:35:12
J2,1-3,9,0.75082540378443852,0.75142540378443879,5.62353996430865167e+00,1,3.63621881880179743e+00,2026-03-12 03:53:38
J2,1-3,8,0.75022540378443859,0.75082540378443874,5.63241935893443469e+00,1,3.63621881880179743e+00,2026-03-12 04:45:33
J2,1-3,7,0.74962540378443854,0.75022540378443881,5.60134512817937136e+00,1,3.63621881880179743e+00,2026-03-12 05:03:24
J2,1-3,6,0.7490254037844385,0.74962540378443876,5.59412612045977298e+00,1,3.63621881880179743e+00,2026-03-12 05:46:32
J2,1-3,5,0.74842540378443856,0.74902540378443872,5.60343105001349074e+00,1,3.63621881880179743e+00,2026-03-12 06:47:29
J2,1-3,4,0.74782540378443852,0.74842540378443879,5.59472244363059091e+00,1,3.63621881880179743e+00,2026-03-12 06:47:52
J2,1-3,3,0.74722540378443858,0.74782540378443874,5.56549065214127481e+00,1,3.63621881880179743e+00,2026-03-12 07:48:31
J2,1-3,2,0.74662540378443854,0.74722540378443881,5.57744614054192667e+00,1,3.63621881880179743e+00,2026-03-12 07:48:53
J2,1-3,1,0.74602540378443861,0.74662540378443876,5.58244238112957092e+00,1,3.63621881880179743e+00,2026-03-12 08:00:09
