conjecture,step,m,y_lo_inf,y_hi_sup,L_lower,ok,min_so_far,run_timestamp
J1,1-3,180,0.85321540378443828,0.85382540378443905,4.01789491170248780e+00,1,4.01789491170248780e+00,2026-05-03 17:06:17
J1,1-3,179,0.85260540378443828,0.85321540378443905,4.01186154663285777e+00,1,4.01186154663285777e+00,2026-05-03 17:07:03
J1,1-3,178,0.85199540378443828,0.85260540378443905,4.00563422797453050e+00,1,4.00563422797453050e+00,2026-05-03 17:07:48
J1,1-3,177,0.85138540378443828,0.85199540378443905,4.00040427964307277e+00,1,4.00040427964307277e+00,2026-05-03 17:08:33
J1,1-3,176,0.85077540378443828,0.85138540378443905,3.99367180734723348e+00,1,3.99367180734723348e+00,2026-05-03 17:09:18
J1,1-3,175,0.85016540378443828,0.85077540378443905,3.98816092809241773e+00,1,3.98816092809241773e+00,2026-05-03 17:10:03
J1,1-3,174,0.84955540378443828,0.85016540378443906,3.98234912970675481e+00,1,3.98234912970675481e+00,2026-05-03 17:10:48
J1,1-3,173,0.84894540378443828,0.84955540378443906,3.97596542790475205e+00,1,3.97596542790475205e+00,2026-05-03 17:11:34
J1,1-3,172,0.84833540378443828,0.84894540378443906,3.96454793019047180e+00,1,3.96454793019047180e+00,2026-05-03 17:12:19
J1,1-3,171,0.84772540378443828,0.84833540378443906,3.95946185923363636e+00,1,3.95946185923363636e+00,2026-05-03 17:13:04
J1,1-3,170,0.84711540378443828,0.84772540378443906,3.95286287742341003e+00,1,3.95286287742341003e+00,2026-05-03 17:13:48
J1,1-3,169,0.84650540378443828,0.84711540378443906,3.94777744931195151e+00,1,3.94777744931195151e+00,2026-05-03 17:14:33
J1,1-3,168,0.84589540378443828,0.84650540378443906,3.39331029168459786e+00,1,3.39331029168459786e+00,2026-05-03 17:15:19
J1,1-3,167,0.84528540378443828,0.84589540378443906,3.36858879265375322e+00,1,3.36858879265375322e+00,2026-05-03 17:16:04
J1,1-3,166,0.84467540378443828,0.84528540378443906,3.33126025486936861e+00,1,3.33126025486936861e+00,2026-05-03 17:16:50
J1,1-3,165,0.84406540378443828,0.84467540378443906,3.31238354353780728e+00,1,3.31238354353780728e+00,2026-05-03 17:17:35
J1,1-3,164,0.84345540378443828,0.84406540378443906,3.33357549562637523e+00,1,3.31238354353780728e+00,2026-05-03 17:18:21
J1,1-3,163,0.84284540378443829,0.84345540378443906,3.29057874264220018e+00,1,3.29057874264220018e+00,2026-05-03 17:19:08
J1,1-3,162,0.84223540378443829,0.84284540378443906,3.14039911530817051e+00,1,3.14039911530817051e+00,2026-05-03 17:19:54
J1,1-3,161,0.84162540378443829,0.84223540378443906,3.11039368168286146e+00,1,3.11039368168286146e+00,2026-05-03 17:20:40
J1,1-3,160,0.84101540378443829,0.84162540378443906,3.07739479176313324e+00,1,3.07739479176313324e+00,2026-05-03 17:21:28
J1,1-3,159,0.84040540378443829,0.84101540378443906,3.04856353467143393e+00,1,3.04856353467143393e+00,2026-05-03 17:22:15
J1,1-3,158,0.83979540378443829,0.84040540378443906,3.01814575141145625e+00,1,3.01814575141145625e+00,2026-05-03 17:23:01
J1,1-3,157,0.83918540378443829,0.83979540378443907,2.97684385958415909e+00,1,2.97684385958415909e+00,2026-05-03 17:23:48
J1,1-3,156,0.83857540378443829,0.83918540378443907,2.96093969759426479e+00,1,2.96093969759426479e+00,2026-05-03 17:24:34
J1,1-3,155,0.83796540378443829,0.83857540378443907,2.98865179073257714e+00,1,2.96093969759426479e+00,2026-05-03 17:25:20
J1,1-3,154,0.83735540378443829,0.83796540378443907,3.67603292715184793e+00,1,2.96093969759426479e+00,2026-05-03 17:26:07
J1,1-3,153,0.83674540378443829,0.83735540378443907,3.64655548618749314e+00,1,2.96093969759426479e+00,2026-05-03 17:26:55
J1,1-3,152,0.83613540378443829,0.83674540378443907,3.64409347796163630e+00,1,2.96093969759426479e+00,2026-05-03 17:27:41
J1,1-3,151,0.83552540378443829,0.83613540378443907,3.63576631027739339e+00,1,2.96093969759426479e+00,2026-05-03 17:28:28
J1,1-3,150,0.83491540378443829,0.83552540378443907,3.60310165337254595e+00,1,2.96093969759426479e+00,2026-05-03 17:29:15
J1,1-3,149,0.83430540378443829,0.83491540378443907,3.54336503936462499e+00,1,2.96093969759426479e+00,2026-05-03 17:30:03
J1,1-3,148,0.83369540378443829,0.83430540378443907,3.53594123152438478e+00,1,2.96093969759426479e+00,2026-05-03 17:30:50
J1,1-3,147,0.83308540378443829,0.83369540378443907,3.51325592205116699e+00,1,2.96093969759426479e+00,2026-05-03 17:31:37
J1,1-3,146,0.83247540378443829,0.83308540378443907,3.50639115935453205e+00,1,2.96093969759426479e+00,2026-05-03 17:32:25
J1,1-3,145,0.8318654037844383,0.83247540378443907,3.56868334824767253e+00,1,2.96093969759426479e+00,2026-05-03 17:33:11
J1,1-3,144,0.8312554037844383,0.83186540378443907,3.66370278191691767e+00,1,2.96093969759426479e+00,2026-05-03 17:33:58
J1,1-3,143,0.8306454037844383,0.83125540378443907,3.66621565285775830e+00,1,2.96093969759426479e+00,2026-05-03 17:34:45
J1,1-3,142,0.8300354037844383,0.83064540378443907,3.67031429369006013e+00,1,2.96093969759426479e+00,2026-05-03 17:35:31
J1,1-3,141,0.8294254037844383,0.83003540378443907,3.62456321091803346e+00,1,2.96093969759426479e+00,2026-05-03 17:36:17
J1,1-3,140,0.8288154037844383,0.82942540378443907,3.63188524007800240e+00,1,2.96093969759426479e+00,2026-05-03 17:37:04
J1,1-3,139,0.8282054037844383,0.82881540378443908,3.63527014583966057e+00,1,2.96093969759426479e+00,2026-05-03 17:37:50
J1,1-3,138,0.8275954037844383,0.82820540378443908,3.79935030365111004e+00,1,2.96093969759426479e+00,2026-05-03 17:38:37
J1,1-3,137,0.8269854037844383,0.82759540378443908,3.78714777171804329e+00,1,2.96093969759426479e+00,2026-05-03 17:39:23
J1,1-3,136,0.8263754037844383,0.82698540378443908,3.77723094091295053e+00,1,2.96093969759426479e+00,2026-05-03 17:40:10
J1,1-3,135,0.8257654037844383,0.82637540378443908,3.75860806356648602e+00,1,2.96093969759426479e+00,2026-05-03 17:40:56
J1,1-3,134,0.8251554037844383,0.82576540378443908,3.80334960880447603e+00,1,2.96093969759426479e+00,2026-05-03 17:41:43
J1,1-3,133,0.8245454037844383,0.82515540378443908,3.79994683491874241e+00,1,2.96093969759426479e+00,2026-05-03 17:42:30
J1,1-3,132,0.8239354037844383,0.82454540378443908,3.83858304441855225e+00,1,2.96093969759426479e+00,2026-05-03 17:43:16
J1,1-3,131,0.8233254037844383,0.82393540378443897,3.81895525198422092e+00,1,2.96093969759426479e+00,2026-05-03 17:44:02
J1,1-3,130,0.8227154037844383,0.82332540378443897,3.87551326129120355e+00,1,2.96093969759426479e+00,2026-05-03 17:44:48
J1,1-3,129,0.8221054037844383,0.82271540378443897,3.82685890738737200e+00,1,2.96093969759426479e+00,2026-05-03 17:45:34
J1,1-3,128,0.82149540378443831,0.82210540378443897,3.82088534024363113e+00,1,2.96093969759426479e+00,2026-05-03 17:46:20
J1,1-3,127,0.82088540378443831,0.82149540378443897,3.81974438482149559e+00,1,2.96093969759426479e+00,2026-05-03 17:47:05
J1,1-3,126,0.82027540378443831,0.82088540378443897,3.84735397297136572e+00,1,2.96093969759426479e+00,2026-05-03 17:47:52
J1,1-3,125,0.81966540378443831,0.82027540378443897,3.85177054228601179e+00,1,2.96093969759426479e+00,2026-05-03 17:48:38
J1,1-3,124,0.81905540378443831,0.81966540378443897,3.83438191722036592e+00,1,2.96093969759426479e+00,2026-05-03 17:49:24
J1,1-3,123,0.81844540378443831,0.81905540378443897,4.06129870871294507e+00,1,2.96093969759426479e+00,2026-05-03 17:50:10
J1,1-3,122,0.81783540378443831,0.81844540378443897,4.10564068408822003e+00,1,2.96093969759426479e+00,2026-05-03 17:50:56
J1,1-3,121,0.81722540378443831,0.81783540378443897,4.10317996224272719e+00,1,2.96093969759426479e+00,2026-05-03 17:51:42
J1,1-3,120,0.81661540378443831,0.81722540378443898,4.10127111240407061e+00,1,2.96093969759426479e+00,2026-05-03 17:52:29
J1,1-3,119,0.81600540378443831,0.81661540378443898,4.09225544755498483e+00,1,2.96093969759426479e+00,2026-05-03 17:53:14
J1,1-3,118,0.81539540378443831,0.81600540378443898,4.12484243609162782e+00,1,2.96093969759426479e+00,2026-05-03 17:54:00
J1,1-3,117,0.81478540378443831,0.81539540378443898,4.12646589146754472e+00,1,2.96093969759426479e+00,2026-05-03 17:54:47
J1,1-3,116,0.81417540378443831,0.81478540378443898,4.19987552995262448e+00,1,2.96093969759426479e+00,2026-05-03 17:55:34
J1,1-3,115,0.81356540378443831,0.81417540378443898,4.19057550578571814e+00,1,2.96093969759426479e+00,2026-05-03 17:56:20
J1,1-3,114,0.81295540378443831,0.81356540378443898,4.19357676058263351e+00,1,2.96093969759426479e+00,2026-05-03 17:57:06
J1,1-3,113,0.81234540378443831,0.81295540378443898,4.24397849718247677e+00,1,2.96093969759426479e+00,2026-05-03 17:57:51
J1,1-3,112,0.81173540378443831,0.81234540378443898,4.24803593917807554e+00,1,2.96093969759426479e+00,2026-05-03 17:58:37
J1,1-3,111,0.81112540378443831,0.81173540378443898,3.94809425354462284e+00,1,2.96093969759426479e+00,2026-05-03 17:59:23
J1,1-3,110,0.81051540378443832,0.81112540378443898,3.94658956073442191e+00,1,2.96093969759426479e+00,2026-05-03 18:00:10
J1,1-3,109,0.80990540378443832,0.81051540378443898,3.94497359589289864e+00,1,2.96093969759426479e+00,2026-05-03 18:00:55
J1,1-3,108,0.80929540378443832,0.80990540378443898,3.93531208660609622e+00,1,2.96093969759426479e+00,2026-05-03 18:01:41
J1,1-3,107,0.80868540378443832,0.80929540378443898,3.56549601891702039e+00,1,2.96093969759426479e+00,2026-05-03 18:02:27
J1,1-3,106,0.80807540378443832,0.80868540378443898,3.59457906978674657e+00,1,2.96093969759426479e+00,2026-05-03 18:03:13
J1,1-3,105,0.80746540378443832,0.80807540378443898,3.58442115154223728e+00,1,2.96093969759426479e+00,2026-05-03 18:03:58
J1,1-3,104,0.80685540378443832,0.80746540378443898,3.57777070763071947e+00,1,2.96093969759426479e+00,2026-05-03 18:04:43
J1,1-3,103,0.80624540378443832,0.80685540378443898,3.57710870957252780e+00,1,2.96093969759426479e+00,2026-05-03 18:05:30
J1,1-3,102,0.80563540378443832,0.80624540378443899,3.59094095190858553e+00,1,2.96093969759426479e+00,2026-05-03 18:06:15
J1,1-3,101,0.80502540378443832,0.80563540378443899,3.57892836439041417e+00,1,2.96093969759426479e+00,2026-05-03 18:07:01
J1,1-3,100,0.80441540378443832,0.80502540378443899,3.67580888382664028e+00,1,2.96093969759426479e+00,2026-05-03 18:07:48
J1,1-3,99,0.80380540378443832,0.80441540378443899,3.64953657994805525e+00,1,2.96093969759426479e+00,2026-05-03 18:08:33
J1,1-3,98,0.80319540378443832,0.80380540378443899,3.74517116299714203e+00,1,2.96093969759426479e+00,2026-05-03 18:09:22
J1,1-3,97,0.80258540378443832,0.80319540378443899,3.71796754966439025e+00,1,2.96093969759426479e+00,2026-05-03 18:10:08
J1,1-3,96,0.80197540378443832,0.80258540378443899,3.68192988540472399e+00,1,2.96093969759426479e+00,2026-05-03 18:10:54
J1,1-3,95,0.80136540378443832,0.80197540378443899,3.94911594330963212e+00,1,2.96093969759426479e+00,2026-05-03 18:11:40
J1,1-3,94,0.80075540378443832,0.80136540378443899,3.97554259946184985e+00,1,2.96093969759426479e+00,2026-05-03 18:12:26
J1,1-3,93,0.80014540378443832,0.80075540378443899,3.87789185184604435e+00,1,2.96093969759426479e+00,2026-05-03 18:13:12
J1,1-3,92,0.79953540378443833,0.80014540378443899,3.97989119668076086e+00,1,2.96093969759426479e+00,2026-05-03 18:13:57
J1,1-3,91,0.79892540378443833,0.79953540378443899,4.14548328378420194e+00,1,2.96093969759426479e+00,2026-05-03 18:14:42
J1,1-3,90,0.79831540378443833,0.79892540378443899,4.34550901120151423e+00,1,2.96093969759426479e+00,2026-05-03 18:15:27
J1,1-3,89,0.79770540378443833,0.79831540378443899,4.36004317567020649e+00,1,2.96093969759426479e+00,2026-05-03 18:16:12
J1,1-3,88,0.79709540378443833,0.79770540378443899,4.14028782333924639e+00,1,2.96093969759426479e+00,2026-05-03 18:16:58
J1,1-3,87,0.79648540378443833,0.79709540378443899,4.34752993744728400e+00,1,2.96093969759426479e+00,2026-05-03 18:17:43
J1,1-3,86,0.79587540378443833,0.79648540378443899,4.42584031585263560e+00,1,2.96093969759426479e+00,2026-05-03 18:18:28
J1,1-3,85,0.79526540378443833,0.795875403784439,4.40981143640762596e+00,1,2.96093969759426479e+00,2026-05-03 18:19:13
J1,1-3,84,0.79465540378443833,0.795265403784439,4.45015916727519567e+00,1,2.96093969759426479e+00,2026-05-03 18:20:00
J1,1-3,83,0.79404540378443833,0.794655403784439,4.44527875958896246e+00,1,2.96093969759426479e+00,2026-05-03 18:20:45
J1,1-3,82,0.79343540378443833,0.794045403784439,5.04345830268043116e+00,1,2.96093969759426479e+00,2026-05-03 18:21:26
J1,1-3,81,0.79282540378443833,0.793435403784439,4.16021347587328449e+00,1,2.96093969759426479e+00,2026-05-03 18:22:08
J1,1-3,80,0.79221540378443833,0.792825403784439,4.14576131382042945e+00,1,2.96093969759426479e+00,2026-05-03 18:22:50
J1,1-3,79,0.79160540378443833,0.792215403784439,4.13392306670942133e+00,1,2.96093969759426479e+00,2026-05-03 18:23:32
J1,1-3,78,0.79099540378443833,0.791605403784439,4.18249273877481542e+00,1,2.96093969759426479e+00,2026-05-03 18:24:14
J1,1-3,77,0.79038540378443833,0.790995403784439,4.17059323809080951e+00,1,2.96093969759426479e+00,2026-05-03 18:24:57
J1,1-3,76,0.78977540378443833,0.790385403784439,5.00965561968941486e+00,1,2.96093969759426479e+00,2026-05-03 18:25:39
J1,1-3,75,0.78916540378443834,0.789775403784439,4.99724138362709169e+00,1,2.96093969759426479e+00,2026-05-03 18:26:21
J1,1-3,74,0.78855540378443834,0.789165403784439,4.98690848825053479e+00,1,2.96093969759426479e+00,2026-05-03 18:27:03
J1,1-3,73,0.78794540378443834,0.788555403784439,4.97693714526306152e+00,1,2.96093969759426479e+00,2026-05-03 18:27:45
J1,1-3,72,0.78733540378443834,0.787945403784439,4.88071007197470763e+00,1,2.96093969759426479e+00,2026-05-03 18:28:28
J1,1-3,71,0.78672540378443834,0.787335403784439,4.87435260334431320e+00,1,2.96093969759426479e+00,2026-05-03 18:29:09
J1,1-3,70,0.78611540378443834,0.786725403784439,4.86695461555291331e+00,1,2.96093969759426479e+00,2026-05-03 18:29:52
J1,1-3,69,0.78550540378443834,0.786115403784439,4.83916830344705673e+00,1,2.96093969759426479e+00,2026-05-03 18:30:34
J1,1-3,68,0.78489540378443834,0.785505403784439,4.84338041766172012e+00,1,2.96093969759426479e+00,2026-05-03 18:31:16
J1,1-3,67,0.78428540378443834,0.78489540378443901,4.83997632065192462e+00,1,2.96093969759426479e+00,2026-05-03 18:31:58
J1,1-3,66,0.78367540378443834,0.78428540378443901,4.61257189660363665e+00,1,2.96093969759426479e+00,2026-05-03 18:32:41
J1,1-3,65,0.78306540378443834,0.7836754037844389,4.64940598637630842e+00,1,2.96093969759426479e+00,2026-05-03 18:33:22
J1,1-3,64,0.78245540378443834,0.7830654037844389,4.82729343001572531e+00,1,2.96093969759426479e+00,2026-05-03 18:34:06
J1,1-3,63,0.78184540378443834,0.7824554037844389,4.67533875778698516e+00,1,2.96093969759426479e+00,2026-05-03 18:34:47
J1,1-3,62,0.78123540378443834,0.7818454037844389,4.68923105236213189e+00,1,2.96093969759426479e+00,2026-05-03 18:35:29
J1,1-3,61,0.78062540378443834,0.7812354037844389,4.67081425696839858e+00,1,2.96093969759426479e+00,2026-05-03 18:36:11
J1,1-3,60,0.78001540378443834,0.7806254037844389,4.67474510209481053e+00,1,2.96093969759426479e+00,2026-05-03 18:36:53
J1,1-3,59,0.77940540378443834,0.7800154037844389,4.65176301977705720e+00,1,2.96093969759426479e+00,2026-05-03 18:37:34
J1,1-3,58,0.77879540378443834,0.7794054037844389,4.65049117936235490e+00,1,2.96093969759426479e+00,2026-05-03 18:38:16
J1,1-3,57,0.77818540378443835,0.7787954037844389,4.84141259179066452e+00,1,2.96093969759426479e+00,2026-05-03 18:38:57
J1,1-3,56,0.77757540378443835,0.7781854037844389,4.83679496945693543e+00,1,2.96093969759426479e+00,2026-05-03 18:39:39
J1,1-3,55,0.77696540378443835,0.7775754037844389,4.82470910717028190e+00,1,2.96093969759426479e+00,2026-05-03 18:40:20
J1,1-3,54,0.77635540378443835,0.7769654037844389,4.97998554885338862e+00,1,2.96093969759426479e+00,2026-05-03 18:41:03
J1,1-3,53,0.77574540378443835,0.7763554037844389,4.87960840483241043e+00,1,2.96093969759426479e+00,2026-05-03 18:41:45
J1,1-3,52,0.77513540378443835,0.7757454037844389,4.77731409292470843e+00,1,2.96093969759426479e+00,2026-05-03 18:42:28
J1,1-3,51,0.77452540378443835,0.7751354037844389,4.78010490835616508e+00,1,2.96093969759426479e+00,2026-05-03 18:43:10
J1,1-3,50,0.77391540378443835,0.7745254037844389,4.78040036459746531e+00,1,2.96093969759426479e+00,2026-05-03 18:43:53
J1,1-3,49,0.77330540378443835,0.7739154037844389,4.79088113658741577e+00,1,2.96093969759426479e+00,2026-05-03 18:44:35
J1,1-3,48,0.77269540378443835,0.77330540378443891,4.79142008733747460e+00,1,2.96093969759426479e+00,2026-05-03 18:45:18
J1,1-3,47,0.77208540378443835,0.77269540378443891,4.79124808351890152e+00,1,2.96093969759426479e+00,2026-05-03 18:46:00
J1,1-3,46,0.77147540378443835,0.77208540378443891,4.80505852345606854e+00,1,2.96093969759426479e+00,2026-05-03 18:46:42
J1,1-3,45,0.77086540378443835,0.77147540378443891,4.80579323098190869e+00,1,2.96093969759426479e+00,2026-05-03 18:47:24
J1,1-3,44,0.77025540378443835,0.77086540378443891,4.81101884112696609e+00,1,2.96093969759426479e+00,2026-05-03 18:48:07
J1,1-3,43,0.76964540378443835,0.77025540378443891,5.14052049502749853e+00,1,2.96093969759426479e+00,2026-05-03 18:48:49
J1,1-3,42,0.76903540378443835,0.76964540378443891,5.27043430096963306e+00,1,2.96093969759426479e+00,2026-05-03 18:49:31
J1,1-3,41,0.76842540378443835,0.76903540378443891,5.25741654577895190e+00,1,2.96093969759426479e+00,2026-05-03 18:50:13
J1,1-3,40,0.76781540378443836,0.76842540378443891,4.97547902264534514e+00,1,2.96093969759426479e+00,2026-05-03 18:50:55
J1,1-3,39,0.76720540378443836,0.76781540378443891,5.37488898186254360e+00,1,2.96093969759426479e+00,2026-05-03 18:51:37
J1,1-3,38,0.76659540378443836,0.76720540378443891,5.37126870028957981e+00,1,2.96093969759426479e+00,2026-05-03 18:52:19
J1,1-3,37,0.76598540378443836,0.76659540378443891,5.36300556569653253e+00,1,2.96093969759426479e+00,2026-05-03 18:53:03
J1,1-3,36,0.76537540378443836,0.76598540378443891,5.44606322645341479e+00,1,2.96093969759426479e+00,2026-05-03 18:53:46
J1,1-3,35,0.76476540378443836,0.76537540378443891,5.44422038715568135e+00,1,2.96093969759426479e+00,2026-05-03 18:54:28
J1,1-3,34,0.76415540378443836,0.76476540378443891,5.43061509985884783e+00,1,2.96093969759426479e+00,2026-05-03 18:55:11
J1,1-3,33,0.76354540378443836,0.76415540378443891,5.18356829719837364e+00,1,2.96093969759426479e+00,2026-05-03 18:55:55
J1,1-3,32,0.76293540378443836,0.76354540378443891,5.17974349034614789e+00,1,2.96093969759426479e+00,2026-05-03 18:56:37
J1,1-3,31,0.76232540378443836,0.76293540378443891,5.16896592799081489e+00,1,2.96093969759426479e+00,2026-05-03 18:57:19
J1,1-3,30,0.76171540378443836,0.76232540378443892,5.07098385912823346e+00,1,2.96093969759426479e+00,2026-05-03 18:58:04
J1,1-3,29,0.76110540378443836,0.76171540378443892,5.07854721418427957e+00,1,2.96093969759426479e+00,2026-05-03 18:58:45
J1,1-3,28,0.76049540378443836,0.76110540378443892,5.06705410522793187e+00,1,2.96093969759426479e+00,2026-05-03 18:59:30
J1,1-3,27,0.75988540378443836,0.76049540378443892,4.94212116437990545e+00,1,2.96093969759426479e+00,2026-05-03 19:00:14
J1,1-3,26,0.75927540378443836,0.75988540378443892,4.94400002313934905e+00,1,2.96093969759426479e+00,2026-05-03 19:00:56
J1,1-3,25,0.75866540378443836,0.75927540378443892,4.93316500821540060e+00,1,2.96093969759426479e+00,2026-05-03 19:01:38
J1,1-3,24,0.75805540378443836,0.75866540378443892,4.92691135471138253e+00,1,2.96093969759426479e+00,2026-05-03 19:02:20
J1,1-3,23,0.75744540378443836,0.75805540378443892,5.13165503033300752e+00,1,2.96093969759426479e+00,2026-05-03 19:03:02
J1,1-3,22,0.75683540378443837,0.75744540378443892,5.12974438263858090e+00,1,2.96093969759426479e+00,2026-05-03 19:03:44
J1,1-3,21,0.75622540378443837,0.75683540378443892,5.04557739857078857e+00,1,2.96093969759426479e+00,2026-05-03 19:04:26
J1,1-3,20,0.75561540378443837,0.75622540378443892,5.14844084155455661e+00,1,2.96093969759426479e+00,2026-05-03 19:05:09
J1,1-3,19,0.75500540378443837,0.75561540378443892,5.13695059616366834e+00,1,2.96093969759426479e+00,2026-05-03 19:05:51
J1,1-3,18,0.75439540378443837,0.75500540378443892,4.92737975141606199e+00,1,2.96093969759426479e+00,2026-05-03 19:06:34
J1,1-3,17,0.75378540378443837,0.75439540378443892,4.91861056704355804e+00,1,2.96093969759426479e+00,2026-05-03 19:07:15
J1,1-3,16,0.75317540378443837,0.75378540378443892,4.96166223509250415e+00,1,2.96093969759426479e+00,2026-05-03 19:07:56
J1,1-3,15,0.75256540378443837,0.75317540378443892,4.95487115304401016e+00,1,2.96093969759426479e+00,2026-05-03 19:08:38
J1,1-3,14,0.75195540378443837,0.75256540378443892,4.96294726878998560e+00,1,2.96093969759426479e+00,2026-05-03 19:09:21
J1,1-3,13,0.75134540378443837,0.75195540378443892,4.94652172685657376e+00,1,2.96093969759426479e+00,2026-05-03 19:10:03
J1,1-3,12,0.75073540378443837,0.75134540378443893,4.93577498300225770e+00,1,2.96093969759426479e+00,2026-05-03 19:10:45
J1,1-3,11,0.75012540378443837,0.75073540378443893,4.91954548166244265e+00,1,2.96093969759426479e+00,2026-05-03 19:11:27
J1,1-3,10,0.74951540378443837,0.75012540378443893,4.89170427833352051e+00,1,2.96093969759426479e+00,2026-05-03 19:12:09
J1,1-3,9,0.74890540378443837,0.74951540378443893,4.87666251156968400e+00,1,2.96093969759426479e+00,2026-05-03 19:12:50
J1,1-3,8,0.74829540378443837,0.74890540378443893,4.86754935490780127e+00,1,2.96093969759426479e+00,2026-05-03 19:13:32
J1,1-3,7,0.74768540378443837,0.74829540378443893,4.86513656720283194e+00,1,2.96093969759426479e+00,2026-05-03 19:14:14
J1,1-3,6,0.74707540378443837,0.74768540378443893,4.84914734752372212e+00,1,2.96093969759426479e+00,2026-05-03 19:14:55
J1,1-3,5,0.74646540378443837,0.74707540378443893,4.86497157070472142e+00,1,2.96093969759426479e+00,2026-05-03 19:15:37
J1,1-3,4,0.74585540378443838,0.74646540378443893,4.85334358039073877e+00,1,2.96093969759426479e+00,2026-05-03 19:16:20
J1,1-3,3,0.74524540378443838,0.74585540378443893,4.67594927748200107e+00,1,2.96093969759426479e+00,2026-05-03 19:17:01
J1,1-3,2,0.74463540378443838,0.74524540378443893,4.65589499147754537e+00,1,2.96093969759426479e+00,2026-05-03 19:17:42
J1,1-3,1,0.74402540378443849,0.74463540378443893,4.48827530420439302e+00,1,2.96093969759426479e+00,2026-05-03 19:18:24
