i,x_inf,x_sup,theta_inf,theta_sup,mesh_size_upper,fem_order_upper,mesh_size_lower_cr,isLG,mesh_size_lower_LG,fem_order_lower_LG
832,0.5484375,0.5492187500000001,0.9315094737614118,0.9318989959076582,0.002633,0.1249,0.04,1,0.1249,3
833,0.5492187500000001,0.55,0.9311199516151654,0.9315094737614118,0.002633,0.1249,0.04,1,0.1249,3
834,0.5492187500000001,0.55,0.9315094737614118,0.9318989959076582,0.002633,0.1249,0.04,1,0.1249,3
850,0.54609375,0.546875,0.9330675623463976,0.933457084492644,0.002633,0.1249,0.04,1,0.1249,3
854,0.5445312500000001,0.5453125000000001,0.9338466066388902,0.9342361287851366,0.002633,0.1249,0.04,1,0.1249,3
856,0.5437500000000001,0.5445312500000001,0.9346256509313832,0.9350151730776296,0.002633,0.1249,0.04,1,0.1249,3
857,0.5445312500000001,0.5453125000000001,0.9342361287851366,0.9346256509313832,0.002633,0.1249,0.04,1,0.1249,3
858,0.5445312500000001,0.5453125000000001,0.9346256509313832,0.9350151730776296,0.002633,0.1249,0.04,1,0.1249,3
859,0.5453125000000001,0.54609375,0.933457084492644,0.9338466066388902,0.002633,0.1249,0.04,1,0.1249,3
860,0.5453125000000001,0.54609375,0.9338466066388902,0.9342361287851366,0.002633,0.1249,0.04,1,0.1249,3
861,0.54609375,0.546875,0.933457084492644,0.9338466066388902,0.002633,0.1249,0.04,1,0.1249,3
862,0.54609375,0.546875,0.9338466066388902,0.9342361287851366,0.002633,0.1249,0.04,1,0.1249,3
863,0.5453125000000001,0.54609375,0.9342361287851366,0.9346256509313832,0.002633,0.1249,0.04,1,0.1249,3
864,0.5453125000000001,0.54609375,0.9346256509313832,0.9350151730776296,0.002633,0.1249,0.04,1,0.1249,3
865,0.54609375,0.546875,0.9342361287851366,0.9346256509313832,0.002633,0.1249,0.04,1,0.1249,3
866,0.54609375,0.546875,0.9346256509313832,0.9350151730776296,0.002633,0.1249,0.04,1,0.1249,3
869,0.54765625,0.5484375,0.9318989959076582,0.9322885180539048,0.002633,0.1249,0.04,1,0.1249,3
870,0.54765625,0.5484375,0.9322885180539048,0.9326780402001512,0.002633,0.1249,0.04,1,0.1249,3
871,0.546875,0.54765625,0.9326780402001512,0.9330675623463976,0.002633,0.1249,0.04,1,0.1249,3
872,0.546875,0.54765625,0.9330675623463976,0.933457084492644,0.002633,0.1249,0.04,1,0.1249,3
873,0.54765625,0.5484375,0.9326780402001512,0.9330675623463976,0.002633,0.1249,0.04,1,0.1249,3
874,0.54765625,0.5484375,0.9330675623463976,0.933457084492644,0.002633,0.1249,0.04,1,0.1249,3
875,0.5484375,0.5492187500000001,0.9318989959076582,0.9322885180539048,0.002633,0.1249,0.04,1,0.1249,3
876,0.5484375,0.5492187500000001,0.9322885180539048,0.9326780402001512,0.002633,0.1249,0.04,1,0.1249,3
877,0.5492187500000001,0.55,0.9318989959076582,0.9322885180539048,0.002633,0.1249,0.04,1,0.1249,3
878,0.5492187500000001,0.55,0.9322885180539048,0.9326780402001512,0.002633,0.1249,0.04,1,0.1249,3
879,0.5484375,0.5492187500000001,0.9326780402001512,0.9330675623463976,0.002633,0.1249,0.04,1,0.1249,3
880,0.5484375,0.5492187500000001,0.9330675623463976,0.933457084492644,0.002633,0.1249,0.04,1,0.1249,3
881,0.5492187500000001,0.55,0.9326780402001512,0.9330675623463976,0.002633,0.1249,0.04,1,0.1249,3
882,0.5492187500000001,0.55,0.9330675623463976,0.933457084492644,0.002633,0.1249,0.04,1,0.1249,3
883,0.546875,0.54765625,0.933457084492644,0.9338466066388902,0.002633,0.1249,0.04,1,0.1249,3
884,0.546875,0.54765625,0.9338466066388902,0.9342361287851366,0.002633,0.1249,0.04,1,0.1249,3
885,0.54765625,0.5484375,0.933457084492644,0.9338466066388902,0.002633,0.1249,0.04,1,0.1249,3
886,0.54765625,0.5484375,0.9338466066388902,0.9342361287851366,0.002633,0.1249,0.04,1,0.1249,3
887,0.546875,0.54765625,0.9342361287851366,0.9346256509313832,0.002633,0.1249,0.04,1,0.1249,3
888,0.546875,0.54765625,0.9346256509313832,0.9350151730776296,0.002633,0.1249,0.04,1,0.1249,3
889,0.54765625,0.5484375,0.9342361287851366,0.9346256509313832,0.002633,0.1249,0.04,1,0.1249,3
890,0.54765625,0.5484375,0.9346256509313832,0.9350151730776296,0.002633,0.1249,0.04,1,0.1249,3
891,0.5484375,0.5492187500000001,0.933457084492644,0.9338466066388902,0.002633,0.1249,0.04,1,0.1249,3
892,0.5484375,0.5492187500000001,0.9338466066388902,0.9342361287851366,0.002633,0.1249,0.04,1,0.1249,3
893,0.5492187500000001,0.55,0.933457084492644,0.9338466066388902,0.002633,0.1249,0.04,1,0.1249,3
